label,error,replication,eval_seed,episode,baseline_rule,action_random_seed,q_table_size,best_total_reward_so_far,random_seed,run_duration,due_date_lower_bound,due_date_upper_bound,rate_multiplier,risk_t1,risk_window,risk_t2,agent_type,training,fixed_action,msg,n_orders_created,n_orders_completed,n_orders_in_date,n_orders_late,late_order_fraction,time_in_system_mean,time_in_system_std,time_in_system_min,time_in_system_max,wip_mean,wip_max,total_reward,n_eval_failures,n_decision_points,action_0_count,action_1_count,action_2_count,action_3_count,epsilon,preparation_capacity,sorting_capacity,analysis1_capacity,analysis2_capacity,evaluation_capacity,dispatching_capacity,worker_capacity
,,13,325345,,FIFO,,,,325345,1440,4,8,0.9,0.0,120.0,120.0,baseline,False,0,simulation ended,573,278,137,141,0.5071942446043165,367.63297829252605,211.19541195914587,11.314777878645003,1073.9568298527256,150.52665345943666,295,-130.0,30,357,357,0,0,0,,1,1,1,1,1,1,1
,,14,326345,,FIFO,,,,326345,1440,4,8,0.9,0.0,120.0,120.0,baseline,False,0,simulation ended,535,281,153,128,0.4555160142348754,343.31641968937925,201.71356207611512,12.17802885191329,1017.5941576900707,133.06154947202782,255,148.0,34,357,357,0,0,0,,1,1,1,1,1,1,1
,,15,327345,,FIFO,,,,327345,1440,4,8,0.9,0.0,120.0,120.0,baseline,False,0,simulation ended,556,294,161,133,0.4523809523809524,350.64062741550083,207.69591520139065,16.544162234716865,1074.0381673572563,136.6186340765332,264,223.0,19,357,357,0,0,0,,1,1,1,1,1,1,1
,,16,328345,,FIFO,,,,328345,1440,4,8,0.9,0.0,120.0,120.0,baseline,False,0,simulation ended,528,276,140,136,0.4927536231884058,346.3817763698504,189.92997289387807,9.866113810889903,879.0597669183327,129.12384642981777,252,-86.0,42,355,355,0,0,0,,1,1,1,1,1,1,1
,,17,329345,,FIFO,,,,329345,1440,4,8,0.9,0.0,120.0,120.0,baseline,False,0,simulation ended,512,284,171,113,0.397887323943662,311.01088465019143,184.38764183672657,9.879101366234648,898.0523319367101,110.08996564603814,229,481.0,33,358,358,0,0,0,,1,1,1,1,1,1,1
,,18,330345,,FIFO,,,,330345,1440,4,8,0.9,0.0,120.0,120.0,baseline,False,0,simulation ended,613,276,124,152,0.5507246376811594,404.651358155403,229.1028835387281,12.104969750158673,1121.1182366735895,175.8695387715625,338,-364.0,28,355,355,0,0,0,,1,1,1,1,1,1,1
,,19,331345,,FIFO,,,,331345,1440,4,8,0.9,0.0,120.0,120.0,baseline,False,0,simulation ended,528,278,175,103,0.37050359712230213,313.0302782853126,198.46525663754267,10.715534145572903,919.3149541068659,122.75888545668477,250,636.0,28,358,358,0,0,0,,1,1,1,1,1,1,1
,,20,332345,,FIFO,,,,332345,1440,4,8,0.9,0.0,120.0,120.0,baseline,False,0,simulation ended,595,283,143,140,0.49469964664310956,367.410257165911,207.20119642516468,11.902551930267954,1080.7634758901645,159.54872356859133,313,-69.0,33,355,355,0,0,0,,1,1,1,1,1,1,1
,,21,333345,,FIFO,,,,333345,1440,4,8,0.9,0.0,120.0,120.0,baseline,False,0,simulation ended,531,272,155,117,0.43014705882352944,316.80475439150445,192.72116975310334,11.350712639490974,857.9196186204716,123.75041321105593,262,254.0,42,348,348,0,0,0,,1,1,1,1,1,1,1
,,22,334345,,FIFO,,,,334345,1440,4,8,0.9,0.0,120.0,120.0,baseline,False,0,simulation ended,554,283,141,142,0.5017667844522968,370.38993547395376,205.60282567536092,9.86054462359245,1048.5677850266834,142.12413425519992,272,-109.0,33,359,359,0,0,0,,1,1,1,1,1,1,1
,,23,335345,,FIFO,,,,335345,1440,4,8,0.9,0.0,120.0,120.0,baseline,False,0,simulation ended,521,283,171,112,0.3957597173144876,301.30822539968597,181.13929665493114,11.00075071128366,965.5252264366957,114.11354165497497,238,485.0,35,357,357,0,0,0,,1,1,1,1,1,1,1
,,24,336345,,FIFO,,,,336345,1440,4,8,0.9,0.0,120.0,120.0,baseline,False,0,simulation ended,576,279,134,145,0.5197132616487455,375.80385663583604,201.7521856497203,10.049527712952708,942.317738219125,149.7635530452347,297,-176.0,22,359,359,0,0,0,,1,1,1,1,1,1,1
,,25,337345,,FIFO,,,,337345,1440,4,8,0.9,0.0,120.0,120.0,baseline,False,0,simulation ended,558,288,155,133,0.4618055555555556,337.1909056214727,190.860021514872,14.850662774973113,993.1484367843323,134.83492285531082,270,142.0,26,356,356,0,0,0,,1,1,1,1,1,1,1
,,26,338345,,FIFO,,,,338345,1440,4,8,0.9,0.0,120.0,120.0,baseline,False,0,simulation ended,505,283,184,99,0.3498233215547703,271.40374964826947,165.6129844067992,12.919051590771486,819.5946317557157,101.01474452687904,223,763.0,29,358,358,0,0,0,,1,1,1,1,1,1,1
,,27,339345,,FIFO,,,,339345,1440,4,8,0.9,0.0,120.0,120.0,baseline,False,0,simulation ended,556,280,147,133,0.475,334.6865102497241,204.75128264079018,18.86643466134458,1168.4886552817998,132.8785693544596,278,50.0,30,358,358,0,0,0,,1,1,1,1,1,1,1
,,28,340345,,FIFO,,,,340345,1440,4,8,0.9,0.0,120.0,120.0,baseline,False,0,simulation ended,570,290,156,134,0.46206896551724136,348.2157762346129,190.98477892092345,11.7425146016126,1012.4250599532986,135.13095355104335,280,154.0,22,357,357,0,0,0,,1,1,1,1,1,1,1
,,29,341345,,FIFO,,,,341345,1440,4,8,0.9,0.0,120.0,120.0,baseline,False,0,simulation ended,572,286,144,142,0.4965034965034965,359.85461835530236,200.9636776757843,12.492307912519305,1077.4928012613684,146.04426334596488,287,-76.0,32,360,360,0,0,0,,1,1,1,1,1,1,1
,,0,312345,,EDD,,,,312345,1440,4,8,0.9,0.0,120.0,120.0,baseline,False,1,simulation ended,487,271,161,110,0.4059040590405904,310.91025649890804,189.05994971301908,8.950989732365354,782.2150051281255,109.3254777929539,217,408.0,34,350,0,350,0,0,,1,1,1,1,1,1,1
,,1,313345,,EDD,,,,313345,1440,4,8,0.9,0.0,120.0,120.0,baseline,False,1,simulation ended,562,280,148,132,0.4714285714285714,337.8672715538171,204.3771778485684,17.187548032176835,782.5887783750775,135.416784777984,282,67.0,31,357,0,357,0,0,,1,1,1,1,1,1,1
,,2,314345,,EDD,,,,314345,1440,4,8,0.9,0.0,120.0,120.0,baseline,False,1,simulation ended,561,276,132,144,0.5217391304347826,373.98900734028507,239.4374217732565,9.596951401307663,955.3170768725124,148.05837788147468,286,-213.0,31,359,0,359,0,0,,1,1,1,1,1,1,1
,,3,315345,,EDD,,,,315345,1440,4,8,0.9,0.0,120.0,120.0,baseline,False,1,simulation ended,526,288,159,129,0.4479166666666667,333.0772680103909,207.95266330145833,11.067006805049784,773.0883273584673,124.84367175576061,239,234.0,22,359,0,359,0,0,,1,1,1,1,1,1,1
,,4,316345,,EDD,,,,316345,1440,4,8,0.9,0.0,120.0,120.0,baseline,False,1,simulation ended,584,281,135,146,0.5195729537366548,370.73101387793855,226.40501020961693,18.396518633717015,843.3243522936968,152.08948657422883,304,-209.0,33,357,0,357,0,0,,1,1,1,1,1,1,1
,,5,317345,,EDD,,,,317345,1440,4,8,0.9,0.0,120.0,120.0,baseline,False,1,simulation ended,527,277,150,127,0.4584837545126354,339.2619939859913,211.46565907660886,10.790077922669727,872.1467456237366,126.39784038075321,251,140.0,30,352,0,352,0,0,,1,1,1,1,1,1,1
,,6,318345,,EDD,,,,318345,1440,4,8,0.9,0.0,120.0,120.0,baseline,False,1,simulation ended,552,282,144,138,0.48936170212765956,352.6878330291129,217.9441647826132,8.83969723567143,857.1694934787841,130.76134924175673,271,-33.0,31,360,0,360,0,0,,1,1,1,1,1,1,1
,,7,319345,,EDD,,,,319345,1440,4,8,0.9,0.0,120.0,120.0,baseline,False,1,simulation ended,552,278,149,129,0.46402877697841727,343.1709087235547,212.1413511953472,11.613480675584368,787.2219137876621,132.63484639295993,274,107.0,31,357,0,357,0,0,,1,1,1,1,1,1,1
,,8,320345,,EDD,,,,320345,1440,4,8,0.9,0.0,120.0,120.0,baseline,False,1,simulation ended,567,283,137,146,0.5159010600706714,367.4602108648869,239.82717515140013,12.505778783697268,904.8609839688646,150.57266652830006,285,-183.0,31,358,0,358,0,0,,1,1,1,1,1,1,1
,,9,321345,,EDD,,,,321345,1440,4,8,0.9,0.0,120.0,120.0,baseline,False,1,simulation ended,572,276,136,140,0.5072463768115942,352.59086308802125,221.07929654163502,12.324706307787704,881.0134353766297,142.01650264372986,297,-136.0,32,354,0,354,0,0,,1,1,1,1,1,1,1
,,10,322345,,EDD,,,,322345,1440,4,8,0.9,0.0,120.0,120.0,baseline,False,1,simulation ended,561,297,178,119,0.4006734006734007,314.83749775345865,216.48446082217666,12.841325965380715,806.4647244332252,126.82927581498983,264,521.0,23,351,0,351,0,0,,1,1,1,1,1,1,1
,,11,323345,,EDD,,,,323345,1440,4,8,0.9,0.0,120.0,120.0,baseline,False,1,simulation ended,527,255,103,152,0.596078431372549,406.2612620516114,226.85567863842894,9.889845300335054,854.5521811468741,148.23287656560672,274,-589.0,33,351,0,351,0,0,,1,1,1,1,1,1,1
,,12,324345,,EDD,,,,324345,1440,4,8,0.9,0.0,120.0,120.0,baseline,False,1,simulation ended,539,278,146,132,0.4748201438848921,329.7909217296929,184.27250115863984,11.679415142383341,762.2673950648654,120.2577648862026,262,65.0,25,358,0,358,0,0,,1,1,1,1,1,1,1
,,13,325345,,EDD,,,,325345,1440,4,8,0.9,0.0,120.0,120.0,baseline,False,1,simulation ended,573,278,136,142,0.5107913669064749,370.89207435848374,224.07152744474698,11.314777878645003,865.1049216927124,150.52665345943666,295,-150.0,30,357,0,357,0,0,,1,1,1,1,1,1,1
,,14,326345,,EDD,,,,326345,1440,4,8,0.9,0.0,120.0,120.0,baseline,False,1,simulation ended,535,281,148,133,0.47330960854092524,350.25084092989187,211.68970689538295,11.82614240193756,839.1500322213026,133.06154947202782,255,48.0,34,357,0,357,0,0,,1,1,1,1,1,1,1
,,15,327345,,EDD,,,,327345,1440,4,8,0.9,0.0,120.0,120.0,baseline,False,1,simulation ended,556,294,152,142,0.48299319727891155,352.45437635968324,220.04516125164582,16.51933521675658,812.601889055518,136.6186340765332,264,43.0,19,357,0,357,0,0,,1,1,1,1,1,1,1
,,16,328345,,EDD,,,,328345,1440,4,8,0.9,0.0,120.0,120.0,baseline,False,1,simulation ended,528,276,131,145,0.5253623188405797,348.4839561435751,199.71830575983856,9.866113810889903,776.1078432060004,129.12384642981777,252,-266.0,42,355,0,355,0,0,,1,1,1,1,1,1,1
,,17,329345,,EDD,,,,329345,1440,4,8,0.9,0.0,120.0,120.0,baseline,False,1,simulation ended,512,284,152,132,0.4647887323943662,313.65789211972316,192.91644183197153,9.879101366234648,859.7928531946501,110.08996564603814,229,101.0,33,358,0,358,0,0,,1,1,1,1,1,1,1
,,18,330345,,EDD,,,,330345,1440,4,8,0.9,0.0,120.0,120.0,baseline,False,1,simulation ended,613,276,123,153,0.5543478260869565,408.153606711182,238.5694400938327,12.104969750158673,913.3327686285585,175.8695387715625,338,-384.0,28,355,0,355,0,0,,1,1,1,1,1,1,1
,,19,331345,,EDD,,,,331345,1440,4,8,0.9,0.0,120.0,120.0,baseline,False,1,simulation ended,528,278,166,112,0.4028776978417266,314.12311881223445,210.00344603352778,9.18877988677093,831.8707867754866,122.75888545668477,250,456.0,28,358,0,358,0,0,,1,1,1,1,1,1,1
,,20,332345,,EDD,,,,332345,1440,4,8,0.9,0.0,120.0,120.0,baseline,False,1,simulation ended,595,283,138,145,0.5123674911660777,378.47075057509505,229.01447096905596,11.902551930267954,960.952131993599,159.54872356859133,313,-169.0,33,355,0,355,0,0,,1,1,1,1,1,1,1
,,21,333345,,EDD,,,,333345,1440,4,8,0.9,0.0,120.0,120.0,baseline,False,1,simulation ended,531,272,149,123,0.4522058823529412,326.11883085706097,214.60753406381056,11.350712639490974,796.7539336803873,123.75041321105593,262,134.0,42,348,0,348,0,0,,1,1,1,1,1,1,1
,,22,334345,,EDD,,,,334345,1440,4,8,0.9,0.0,120.0,120.0,baseline,False,1,simulation ended,554,283,134,149,0.5265017667844523,373.11174349398306,211.97709465063394,9.86054462359245,805.3925647687315,142.12413425519992,272,-249.0,33,359,0,359,0,0,,1,1,1,1,1,1,1
,,23,335345,,EDD,,,,335345,1440,4,8,0.9,0.0,120.0,120.0,baseline,False,1,simulation ended,521,283,168,115,0.40636042402826855,304.9765557124796,192.30037889083127,11.00075071128366,803.1935815470497,114.11354165497497,238,425.0,35,357,0,357,0,0,,1,1,1,1,1,1,1
,,24,336345,,EDD,,,,336345,1440,4,8,0.9,0.0,120.0,120.0,baseline,False,1,simulation ended,576,279,130,149,0.5340501792114696,381.2899371668998,220.02324486544953,10.049527712952708,1080.055819078601,149.7635530452347,297,-256.0,22,359,0,359,0,0,,1,1,1,1,1,1,1
,,25,337345,,EDD,,,,337345,1440,4,8,0.9,0.0,120.0,120.0,baseline,False,1,simulation ended,558,288,150,138,0.4791666666666667,335.59963119587144,204.89589014887054,10.287700534497965,889.9306823266147,134.83492285531082,270,42.0,26,356,0,356,0,0,,1,1,1,1,1,1,1
,,26,338345,,EDD,,,,338345,1440,4,8,0.9,0.0,120.0,120.0,baseline,False,1,simulation ended,505,283,193,90,0.31802120141342755,276.0409681123623,183.9949743190575,12.619527665270262,840.5477176148419,101.01474452687904,223,943.0,29,358,0,358,0,0,,1,1,1,1,1,1,1
,,27,339345,,EDD,,,,339345,1440,4,8,0.9,0.0,120.0,120.0,baseline,False,1,simulation ended,556,280,143,137,0.48928571428571427,340.3450135001637,219.78084064860337,12.971094116126267,891.001953136204,132.8785693544596,278,-30.0,30,358,0,358,0,0,,1,1,1,1,1,1,1
,,28,340345,,EDD,,,,340345,1440,4,8,0.9,0.0,120.0,120.0,baseline,False,1,simulation ended,570,290,151,139,0.4793103448275862,350.6599906138644,202.53035983857066,11.439374389418877,793.9913245595839,135.13095355104335,280,54.0,22,357,0,357,0,0,,1,1,1,1,1,1,1
,,29,341345,,EDD,,,,341345,1440,4,8,0.9,0.0,120.0,120.0,baseline,False,1,simulation ended,572,286,143,143,0.5,365.8593069710718,213.13800267282858,12.492307912519305,804.7527938141302,146.04426334596488,287,-96.0,32,360,0,360,0,0,,1,1,1,1,1,1,1
,,0,312345,,Longest Waiting Time,,,,312345,1440,4,8,0.9,0.0,120.0,120.0,baseline,False,2,simulation ended,487,271,166,105,0.3874538745387454,310.32177796081766,181.12960874563666,8.950989732365354,909.783566413669,109.3254777929539,217,508.0,34,350,0,0,350,0,,1,1,1,1,1,1,1
,,1,313345,,Longest Waiting Time,,,,313345,1440,4,8,0.9,0.0,120.0,120.0,baseline,False,2,simulation ended,562,280,148,132,0.4714285714285714,335.37554245579213,194.26155714926935,17.187548032176835,1006.3077196225072,135.416784777984,282,67.0,31,357,0,0,357,0,,1,1,1,1,1,1,1
,,2,314345,,Longest Waiting Time,,,,314345,1440,4,8,0.9,0.0,120.0,120.0,baseline,False,2,simulation ended,561,276,143,133,0.48188405797101447,365.3772890491626,217.42296290483617,12.633594345573625,777.0849836028766,148.05837788147468,286,7.0,31,359,0,0,359,0,,1,1,1,1,1,1,1
,,3,315345,,Longest Waiting Time,,,,315345,1440,4,8,0.9,0.0,120.0,120.0,baseline,False,2,simulation ended,526,288,157,131,0.4548611111111111,330.37623517820896,198.14569737060398,11.067006805049784,840.7632857595642,124.84367175576061,239,194.0,22,359,0,0,359,0,,1,1,1,1,1,1,1
,,4,316345,,Longest Waiting Time,,,,316345,1440,4,8,0.9,0.0,120.0,120.0,baseline,False,2,simulation ended,584,281,142,139,0.49466192170818507,361.5152230382338,210.0925622118029,18.396518633717015,1076.0385424784645,152.08948657422883,304,-69.0,33,357,0,0,357,0,,1,1,1,1,1,1,1
,,5,317345,,Longest Waiting Time,,,,317345,1440,4,8,0.9,0.0,120.0,120.0,baseline,False,2,simulation ended,527,277,145,132,0.47653429602888087,334.51461886503193,195.1086515101098,10.790077922669727,1026.4011990726003,126.39784038075321,251,40.0,30,352,0,0,352,0,,1,1,1,1,1,1,1
,,6,318345,,Longest Waiting Time,,,,318345,1440,4,8,0.9,0.0,120.0,120.0,baseline,False,2,simulation ended,552,282,144,138,0.48936170212765956,347.8153650193109,203.6786494234557,8.83969723567143,1093.7368003308864,130.76134924175673,271,-33.0,31,360,0,0,360,0,,1,1,1,1,1,1,1
,,7,319345,,Longest Waiting Time,,,,319345,1440,4,8,0.9,0.0,120.0,120.0,baseline,False,2,simulation ended,552,278,149,129,0.46402877697841727,339.91619582071985,200.24888030632076,11.613480675584368,964.8701965917235,132.63484639295993,274,107.0,31,357,0,0,357,0,,1,1,1,1,1,1,1
,,8,320345,,Longest Waiting Time,,,,320345,1440,4,8,0.9,0.0,120.0,120.0,baseline,False,2,simulation ended,567,283,144,139,0.4911660777385159,362.5254355698607,228.28116961697455,14.103620939431089,1046.779135933792,150.57266652830006,285,-43.0,31,358,0,0,358,0,,1,1,1,1,1,1,1
,,9,321345,,Longest Waiting Time,,,,321345,1440,4,8,0.9,0.0,120.0,120.0,baseline,False,2,simulation ended,572,276,143,133,0.48188405797101447,346.71214292486076,204.8007978315233,12.324706307787704,948.1399454287478,142.01650264372986,297,4.0,32,354,0,0,354,0,,1,1,1,1,1,1,1
,,10,322345,,Longest Waiting Time,,,,322345,1440,4,8,0.9,0.0,120.0,120.0,baseline,False,2,simulation ended,561,297,178,119,0.4006734006734007,312.7141295645276,200.07423964649283,12.841325965380715,966.8512775015253,126.82927581498983,264,521.0,23,351,0,0,351,0,,1,1,1,1,1,1,1
,,11,323345,,Longest Waiting Time,,,,323345,1440,4,8,0.9,0.0,120.0,120.0,baseline,False,2,simulation ended,527,255,109,146,0.5725490196078431,402.63847968423164,221.39208506740852,9.889845300335054,1109.199492898228,148.23287656560672,274,-469.0,33,351,0,0,351,0,,1,1,1,1,1,1,1
,,12,324345,,Longest Waiting Time,,,,324345,1440,4,8,0.9,0.0,120.0,120.0,baseline,False,2,simulation ended,539,278,149,129,0.46402877697841727,331.6178225812488,172.70502551988983,11.679415142383341,764.8933949123773,120.2577648862026,262,125.0,25,358,0,0,358,0,,1,1,1,1,1,1,1
,,13,325345,,Longest Waiting Time,,,,325345,1440,4,8,0.9,0.0,120.0,120.0,baseline,False,2,simulation ended,573,278,137,141,0.5071942446043165,367.63297829252605,211.19541195914587,11.314777878645003,1073.9568298527256,150.52665345943666,295,-130.0,30,357,0,0,357,0,,1,1,1,1,1,1,1
,,14,326345,,Longest Waiting Time,,,,326345,1440,4,8,0.9,0.0,120.0,120.0,baseline,False,2,simulation ended,535,281,153,128,0.4555160142348754,343.31641968937925,201.71356207611512,12.17802885191329,1017.5941576900707,133.06154947202782,255,148.0,34,357,0,0,357,0,,1,1,1,1,1,1,1
,,15,327345,,Longest Waiting Time,,,,327345,1440,4,8,0.9,0.0,120.0,120.0,baseline,False,2,simulation ended,556,294,161,133,0.4523809523809524,350.64062741550083,207.69591520139065,16.544162234716865,1074.0381673572563,136.6186340765332,264,223.0,19,357,0,0,357,0,,1,1,1,1,1,1,1
,,16,328345,,Longest Waiting Time,,,,328345,1440,4,8,0.9,0.0,120.0,120.0,baseline,False,2,simulation ended,528,276,140,136,0.4927536231884058,346.3817763698504,189.92997289387807,9.866113810889903,879.0597669183327,129.12384642981777,252,-86.0,42,355,0,0,355,0,,1,1,1,1,1,1,1
,,17,329345,,Longest Waiting Time,,,,329345,1440,4,8,0.9,0.0,120.0,120.0,baseline,False,2,simulation ended,512,284,171,113,0.397887323943662,311.01088465019143,184.38764183672657,9.879101366234648,898.0523319367101,110.08996564603814,229,481.0,33,358,0,0,358,0,,1,1,1,1,1,1,1
,,18,330345,,Longest Waiting Time,,,,330345,1440,4,8,0.9,0.0,120.0,120.0,baseline,False,2,simulation ended,613,276,124,152,0.5507246376811594,404.651358155403,229.1028835387281,12.104969750158673,1121.1182366735895,175.8695387715625,338,-364.0,28,355,0,0,355,0,,1,1,1,1,1,1,1
,,19,331345,,Longest Waiting Time,,,,331345,1440,4,8,0.9,0.0,120.0,120.0,baseline,False,2,simulation ended,528,278,175,103,0.37050359712230213,313.0302782853126,198.46525663754267,10.715534145572903,919.3149541068659,122.75888545668477,250,636.0,28,358,0,0,358,0,,1,1,1,1,1,1,1
,,20,332345,,Longest Waiting Time,,,,332345,1440,4,8,0.9,0.0,120.0,120.0,baseline,False,2,simulation ended,595,283,143,140,0.49469964664310956,367.410257165911,207.20119642516468,11.902551930267954,1080.7634758901645,159.54872356859133,313,-69.0,33,355,0,0,355,0,,1,1,1,1,1,1,1
,,21,333345,,Longest Waiting Time,,,,333345,1440,4,8,0.9,0.0,120.0,120.0,baseline,False,2,simulation ended,531,272,155,117,0.43014705882352944,316.80475439150445,192.72116975310334,11.350712639490974,857.9196186204716,123.75041321105593,262,254.0,42,348,0,0,348,0,,1,1,1,1,1,1,1
,,22,334345,,Longest Waiting Time,,,,334345,1440,4,8,0.9,0.0,120.0,120.0,baseline,False,2,simulation ended,554,283,141,142,0.5017667844522968,370.38993547395376,205.60282567536092,9.86054462359245,1048.5677850266834,142.12413425519992,272,-109.0,33,359,0,0,359,0,,1,1,1,1,1,1,1
,,23,335345,,Longest Waiting Time,,,,335345,1440,4,8,0.9,0.0,120.0,120.0,baseline,False,2,simulation ended,521,283,171,112,0.3957597173144876,301.30822539968597,181.13929665493114,11.00075071128366,965.5252264366957,114.11354165497497,238,485.0,35,357,0,0,357,0,,1,1,1,1,1,1,1
,,24,336345,,Longest Waiting Time,,,,336345,1440,4,8,0.9,0.0,120.0,120.0,baseline,False,2,simulation ended,576,279,134,145,0.5197132616487455,375.80385663583604,201.7521856497203,10.049527712952708,942.317738219125,149.7635530452347,297,-176.0,22,359,0,0,359,0,,1,1,1,1,1,1,1
,,25,337345,,Longest Waiting Time,,,,337345,1440,4,8,0.9,0.0,120.0,120.0,baseline,False,2,simulation ended,558,288,155,133,0.4618055555555556,337.1909056214727,190.860021514872,14.850662774973113,993.1484367843323,134.83492285531082,270,142.0,26,356,0,0,356,0,,1,1,1,1,1,1,1
,,26,338345,,Longest Waiting Time,,,,338345,1440,4,8,0.9,0.0,120.0,120.0,baseline,False,2,simulation ended,505,283,184,99,0.3498233215547703,271.40374964826947,165.6129844067992,12.919051590771486,819.5946317557157,101.01474452687904,223,763.0,29,358,0,0,358,0,,1,1,1,1,1,1,1
,,27,339345,,Longest Waiting Time,,,,339345,1440,4,8,0.9,0.0,120.0,120.0,baseline,False,2,simulation ended,556,280,147,133,0.475,334.6865102497241,204.75128264079018,18.86643466134458,1168.4886552817998,132.8785693544596,278,50.0,30,358,0,0,358,0,,1,1,1,1,1,1,1
,,28,340345,,Longest Waiting Time,,,,340345,1440,4,8,0.9,0.0,120.0,120.0,baseline,False,2,simulation ended,570,290,156,134,0.46206896551724136,348.2157762346129,190.98477892092345,11.7425146016126,1012.4250599532986,135.13095355104335,280,154.0,22,357,0,0,357,0,,1,1,1,1,1,1,1
,,29,341345,,Longest Waiting Time,,,,341345,1440,4,8,0.9,0.0,120.0,120.0,baseline,False,2,simulation ended,572,286,144,142,0.4965034965034965,359.85461835530236,200.9636776757843,12.492307912519305,1077.4928012613684,146.04426334596488,287,-76.0,32,360,0,0,360,0,,1,1,1,1,1,1,1
